job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role
AIJOB0099,Robotics Engineer (AI),Robotics,Mid,4,Master's,240000.0,90000.0,320000.0,Remote,Global,Hybrid,Big Tech (FAANG+),Healthcare,Control Systems|C++|ROS|Simulation|Computer Vision|Python|Leadership|Communication|Linux,17.07,76,7.9,6.8,2026,1,0,1,0
AIJOB0100,AI Security Engineer,Security,Senior,10,Master's,233000.0,95000.0,320000.0,Zurich,Switzerland,On-site,Startup (1-50),Research,Cybersecurity|Red Teaming|Python|ML Security|Risk Analysis|Agile|SQL,12.29,80,15.6,8.7,2026,1,1,0,0
AIJOB0101,Senior ML Engineer,AI Engineering,Mid,7,Bootcamp/Self-taught,214000.0,90000.0,320000.0,Remote,Global,On-site,Startup (1-50),Finance,System Design|MLOps|LLM Fine-tuning|PyTorch|Distributed Systems|Python|Leadership|Linux|Statistics,4.39,96,53.6,8.8,2025,1,0,0,0
AIJOB0102,AI Compliance Manager,Governance,Senior,9,Associate's,200000.0,95000.0,320000.0,San Francisco,USA,Fully Remote,Mid-size (501-5000),Automotive,Risk Management|Legal Knowledge|Auditing|Agile,3.61,68,7.8,9.1,2026,1,1,1,0
AIJOB0103,NLP Engineer,AI Engineering,Entry,3,Associate's,145000.0,90000.0,300000.0,Los Angeles,USA,Fully Remote,Startup (1-50),Automotive,Text Processing|Python|LLMs|Transformers|Leadership,25.64,91,25.2,9.8,2025,12,0,1,0
AIJOB0104,AI Business Analyst,Business,Entry,3,Master's,177000.0,90000.0,300000.0,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Energy,Communication|Python|Data Visualization|Business Analysis|SQL|Leadership,9.23,78,20.6,7.6,2026,2,0,1,0
AIJOB0105,AI Agent Developer,AI Engineering,Mid,4,Bootcamp/Self-taught,261000.0,90000.0,320000.0,Sydney,Australia,Hybrid,Big Tech (FAANG+),Media,LangChain|Planning Systems|Tool Use|Python|AutoGen|APIs|Linux|Research|SQL,27.32,96,53.7,7.5,2025,6,0,1,1
AIJOB0106,AI Agent Developer,AI Engineering,Entry,3,Bachelor's,290000.0,90000.0,300000.0,Seattle,USA,Fully Remote,Enterprise (5000+),Energy,AutoGen|Tool Use|Python|Communication,48.72,96,50.0,9.3,2025,1,0,1,1
AIJOB0107,Deep Learning Engineer,AI Engineering,Mid,6,Master's,270000.0,90000.0,320000.0,Los Angeles,USA,Hybrid,Startup (1-50),Manufacturing,PyTorch|GPU Computing|TensorFlow|CUDA|Neural Networks|Python|Statistics|Agile|Leadership,31.71,89,7.5,9.7,2026,2,0,1,0
AIJOB0108,Deep Learning Engineer,AI Engineering,Mid,6,Bachelor's,253000.0,90000.0,320000.0,Singapore,Singapore,On-site,Mid-size (501-5000),Manufacturing,Python|TensorFlow|Neural Networks|PyTorch|Communication,23.41,89,11.1,8.1,2026,2,0,0,0
AIJOB0109,Computer Vision Engineer,AI Engineering,Senior,8,Master's,280000.0,95000.0,320000.0,Remote,Global,Fully Remote,Enterprise (5000+),Finance,OpenCV|Image Processing|CNNs|Python|SQL|Leadership|Problem Solving,34.94,87,24.1,7.6,2026,1,1,1,0
AIJOB0110,Senior ML Engineer,AI Engineering,Mid,5,Associate's,180000.0,90000.0,320000.0,Austin,USA,Hybrid,Startup (1-50),Research,Distributed Systems|MLOps|Python|LLM Fine-tuning|PyTorch|System Design|Leadership,12.2,96,16.3,9.1,2026,1,0,1,0
AIJOB0111,Data Scientist,Data Science,Mid,6,Master's,195000.0,90000.0,320000.0,Boston,USA,On-site,Big Tech (FAANG+),Research,SQL|ML Algorithms|Scikit-learn|Python|Statistics|Research|Communication,4.88,92,76.9,8.5,2026,1,0,0,0
AIJOB0112,Senior ML Engineer,AI Engineering,Mid,5,Associate's,281000.0,90000.0,320000.0,Sydney,Australia,Fully Remote,Enterprise (5000+),Media,Python|MLOps|LLM Fine-tuning|System Design|Problem Solving|Git,37.07,96,80.8,8.6,2026,2,0,1,0
AIJOB0113,ML Engineer,AI Engineering,Senior,8,Master's,187000.0,95000.0,320000.0,Seattle,USA,Hybrid,Mid-size (501-5000),Healthcare,PyTorch|Kubernetes|SQL|Cloud|Git|Agile,9.88,97,77.0,8.6,2026,2,1,1,0
AIJOB0114,AI Compliance Manager,Governance,Mid,6,Bachelor's,137000.0,90000.0,320000.0,Austin,USA,Hybrid,Startup (1-50),Education,Documentation|Legal Knowledge|Risk Management|Agile,33.17,68,28.5,7.6,2026,3,0,1,0
AIJOB0115,LLM Engineer,AI Engineering,Entry,2,Master's,300000.0,90000.0,300000.0,Seattle,USA,On-site,Big Tech (FAANG+),Finance,LLM APIs|RAG|Vector DBs|Fine-tuning|Prompt Engineering|Statistics|Git,53.85,98,41.3,7.0,2025,3,0,0,1
AIJOB0116,Prompt Engineer,AI Engineering,Entry,3,Bachelor's,200000.0,90000.0,300000.0,Zurich,Switzerland,Hybrid,Big Tech (FAANG+),Government,Testing|Documentation|Python|SQL|Agile,2.56,82,27.5,9.4,2026,3,0,1,1
AIJOB0117,AI Security Engineer,Security,Mid,7,Master's,192000.0,90000.0,320000.0,Chicago,USA,Fully Remote,Enterprise (5000+),Education,ML Security|Cybersecurity|Red Teaming|Risk Analysis|Cloud|Agile,6.34,80,28.6,8.7,2026,3,0,1,0
AIJOB0118,Deep Learning Engineer,AI Engineering,Senior,9,PhD,150000.0,95000.0,320000.0,Zurich,Switzerland,Hybrid,Startup (1-50),Retail,GPU Computing|Neural Networks|TensorFlow|PyTorch|CUDA|Problem Solving|Linux,27.71,89,10.0,7.2,2026,2,1,1,0
AIJOB0119,MLOps Engineer,ML Operations,Senior,9,PhD,260000.0,95000.0,320000.0,Remote,Global,On-site,Big Tech (FAANG+),Research,Docker|Python|MLflow|Kubernetes|Cloud|Monitoring|Leadership|SQL|Research,25.3,93,75.7,6.3,2026,2,1,0,0
AIJOB0120,Multimodal AI Engineer,AI Engineering,Mid,4,Master's,257000.0,90000.0,320000.0,Remote,Global,On-site,SME (51-500),Media,APIs|Fine-tuning|Python|Vision-Language Models|PyTorch|Cloud|Leadership|Problem Solving,25.37,90,22.5,9.1,2026,1,0,0,1
AIJOB0121,Data Scientist,Data Science,Mid,7,Associate's,138000.0,90000.0,320000.0,London,UK,Hybrid,Mid-size (501-5000),Research,SQL|Scikit-learn|Python|Data Visualization|ML Algorithms|Statistics|Leadership,32.68,92,57.0,7.7,2025,11,0,1,0
AIJOB0122,AI Business Analyst,Business,Mid,4,Bachelor's,125000.0,90000.0,320000.0,Dubai,UAE,Fully Remote,SME (51-500),Education,SQL|Communication|Business Analysis|Data Visualization|Agile|Statistics,39.02,78,13.7,6.4,2026,2,0,1,0
AIJOB0123,AI Product Manager,Product,Mid,6,Bachelor's,140000.0,90000.0,320000.0,Seattle,USA,On-site,Mid-size (501-5000),Education,Product Strategy|AI Literacy|Stakeholder Mgmt|Data Analysis|Agile|Linux|Statistics|Cloud,31.71,85,9.6,8.4,2026,1,0,0,0
AIJOB0124,Generative AI Engineer,AI Engineering,Entry,2,Associate's,150000.0,90000.0,300000.0,Beijing,China,Hybrid,SME (51-500),Healthcare,GenAI APIs|Fine-tuning|Python|LLMs|Leadership,23.08,95,23.3,8.5,2026,3,0,1,1
AIJOB0125,AI Product Manager,Product,Mid,6,Associate's,140000.0,90000.0,320000.0,Beijing,China,On-site,Enterprise (5000+),Manufacturing,Data Analysis|AI Literacy|Stakeholder Mgmt|Agile|Problem Solving|Git|Linux,31.71,85,9.6,8.6,2026,2,0,0,0
AIJOB0126,RAG Engineer,AI Engineering,Mid,7,Bootcamp/Self-taught,280000.0,90000.0,320000.0,Austin,USA,Fully Remote,Big Tech (FAANG+),Manufacturing,Search Systems|Vector DBs|Embeddings|LangChain|Linux,36.59,94,78.2,9.6,2026,1,0,1,1
AIJOB0127,LLM Engineer,AI Engineering,Mid,5,Bootcamp/Self-taught,300000.0,90000.0,320000.0,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Automotive,RAG|LLM APIs|Python|Fine-tuning|Vector DBs|Prompt Engineering|SQL|Agile,46.34,98,48.4,8.8,2026,3,0,1,1
AIJOB0128,AI Security Engineer,Security,Senior,8,PhD,248000.0,95000.0,320000.0,Boston,USA,Fully Remote,Big Tech (FAANG+),Retail,Cybersecurity|Red Teaming|Python|Risk Analysis|ML Security|Communication,19.52,80,11.6,9.3,2025,2,1,1,0
AIJOB0129,AI Compliance Manager,Governance,Mid,5,Associate's,121000.0,90000.0,320000.0,London,UK,Fully Remote,SME (51-500),Manufacturing,Risk Management|Auditing|EU AI Act|Documentation|Legal Knowledge|Agile|Leadership|Linux,40.98,68,19.3,9.6,2026,3,0,1,0
AIJOB0130,Data Scientist,Data Science,Entry,3,PhD,168000.0,90000.0,300000.0,Austin,USA,Hybrid,Enterprise (5000+),Energy,Statistics|ML Algorithms|SQL|Python|Cloud|Research|Linux,13.85,92,42.4,6.3,2026,1,0,1,0
AIJOB0131,LLM Engineer,AI Engineering,Mid,4,Bootcamp/Self-taught,232000.0,90000.0,320000.0,Dubai,UAE,Fully Remote,Mid-size (501-5000),Automotive,Vector DBs|Python|RAG|Statistics|Git|Cloud,13.17,98,51.1,7.2,2025,9,0,1,1
AIJOB0132,AI Business Analyst,Business,Senior,8,PhD,180000.0,95000.0,320000.0,Austin,USA,Hybrid,Big Tech (FAANG+),Healthcare,SQL|Communication|Business Analysis|SQL|Git,13.25,78,29.0,6.8,2026,1,1,1,0
AIJOB0133,AI Agent Developer,AI Engineering,Mid,4,Bachelor's,193000.0,90000.0,320000.0,Paris,France,Hybrid,SME (51-500),Government,AutoGen|LangChain|Python|Agile|Communication,5.85,96,15.1,7.8,2025,4,0,1,1
AIJOB0134,AI Security Engineer,Security,Senior,9,PhD,140000.0,95000.0,320000.0,Zurich,Switzerland,Hybrid,Startup (1-50),Finance,ML Security|Red Teaming|Cybersecurity|Python|Risk Analysis|Git,32.53,80,8.4,8.9,2026,1,1,1,0
AIJOB0135,AI Agent Developer,AI Engineering,Mid,5,Associate's,155000.0,90000.0,320000.0,Austin,USA,On-site,Startup (1-50),Finance,APIs|LangChain|Planning Systems|Tool Use|AutoGen|Git,24.39,96,68.3,7.3,2026,1,0,0,1
AIJOB0136,NLP Engineer,AI Engineering,Mid,7,Associate's,145000.0,90000.0,320000.0,Berlin,Germany,Hybrid,Startup (1-50),Research,Text Processing|BERT|Transformers|Problem Solving|Leadership|Communication,29.27,91,72.2,9.0,2025,7,0,1,0
AIJOB0137,Data Scientist,Data Science,Entry,2,Associate's,138000.0,90000.0,300000.0,London,UK,Fully Remote,Enterprise (5000+),Education,SQL|Statistics|Scikit-learn|ML Algorithms|Data Visualization|Leadership|Linux,29.23,92,16.2,6.3,2025,1,0,1,0
AIJOB0138,ML Engineer,AI Engineering,Senior,9,Associate's,241000.0,95000.0,320000.0,Sydney,Australia,Fully Remote,Big Tech (FAANG+),Automotive,Python|Kubernetes|PyTorch|MLOps|SQL|TensorFlow|Leadership,16.14,97,38.9,8.2,2026,3,1,1,0
AIJOB0139,Multimodal AI Engineer,AI Engineering,Entry,3,Master's,300000.0,90000.0,300000.0,Seattle,USA,Fully Remote,Mid-size (501-5000),Technology,Python|APIs|PyTorch|Fine-tuning|Linux|Git,53.85,90,9.1,9.6,2026,3,0,1,1
AIJOB0140,Computer Vision Engineer,AI Engineering,Mid,4,PhD,219000.0,90000.0,320000.0,Chicago,USA,Hybrid,Mid-size (501-5000),Education,PyTorch|CNNs|CUDA|Git|Agile|Problem Solving,6.83,87,17.5,8.2,2025,5,0,1,0
AIJOB0141,AI Compliance Manager,Governance,Entry,3,Master's,176000.0,90000.0,300000.0,Boston,USA,On-site,Big Tech (FAANG+),Healthcare,EU AI Act|Risk Management|Auditing|Statistics|Cloud,9.74,68,5.9,9.1,2026,3,0,0,0
AIJOB0142,Prompt Engineer,AI Engineering,Entry,3,Bootcamp/Self-taught,112000.0,90000.0,300000.0,London,UK,Fully Remote,Mid-size (501-5000),Media,Prompt Design|Testing|Python|Documentation|NLP|Communication,42.56,82,6.7,7.8,2025,5,0,1,1
AIJOB0143,AI Product Manager,Product,Mid,6,Bachelor's,260000.0,90000.0,320000.0,Seattle,USA,On-site,Big Tech (FAANG+),Automotive,Stakeholder Mgmt|AI Literacy|Agile|Data Analysis|Product Strategy|Leadership,26.83,85,5.6,8.1,2026,3,0,0,0
AIJOB0144,AI Engineer,AI Engineering,Mid,6,PhD,172000.0,90000.0,320000.0,Toronto,Canada,On-site,Startup (1-50),Finance,PyTorch|Docker|Python|Agile,16.1,95,76.7,7.6,2026,2,0,0,0
AIJOB0145,Generative AI Engineer,AI Engineering,Senior,8,Associate's,190000.0,95000.0,320000.0,Seattle,USA,Fully Remote,Big Tech (FAANG+),Government,Python|LLMs|Deployment|GenAI APIs|Diffusion Models|Fine-tuning|Agile|Statistics,8.43,95,38.2,7.0,2025,4,1,1,1
AIJOB0146,Senior Data Scientist,Data Science,Senior,12,Bachelor's,157000.0,95000.0,320000.0,Bangalore,India,On-site,Startup (1-50),Finance,ML|Python|Causal Inference|Deep Learning|Advanced Statistics|Research|Agile,24.34,90,12.6,8.7,2026,1,1,0,0
AIJOB0147,AI Product Manager,Product,Mid,4,PhD,180000.0,90000.0,320000.0,Austin,USA,On-site,Startup (1-50),Automotive,Stakeholder Mgmt|Data Analysis|Product Strategy|Agile|AI Literacy|Leadership|Problem Solving,12.2,85,24.8,6.5,2025,4,0,0,0
AIJOB0148,Senior Data Scientist,Data Science,Senior,9,Bachelor's,218000.0,95000.0,320000.0,Los Angeles,USA,On-site,Enterprise (5000+),Manufacturing,Python|Leadership|Advanced Statistics|Research|Linux|Git,5.06,90,6.3,9.5,2026,3,1,0,0
AIJOB0149,LLM Engineer,AI Engineering,Entry,3,Bootcamp/Self-taught,238000.0,90000.0,300000.0,Remote,Global,Hybrid,Startup (1-50),Energy,Fine-tuning|Vector DBs|RAG|Python|Problem Solving,22.05,98,51.4,9.4,2026,1,0,1,1
AIJOB0150,Computer Vision Engineer,AI Engineering,Mid,6,Master's,238000.0,90000.0,320000.0,Sydney,Australia,Hybrid,SME (51-500),Government,CNNs|PyTorch|CUDA|Research|Statistics|Leadership,16.1,87,19.9,6.1,2026,2,0,1,0
AIJOB0151,ML Engineer,AI Engineering,Mid,5,Associate's,280000.0,90000.0,320000.0,Remote,Global,Fully Remote,Big Tech (FAANG+),Manufacturing,PyTorch|SQL|TensorFlow|SQL|Communication|Cloud,36.59,97,27.7,6.9,2025,12,0,1,0
AIJOB0152,AI Infrastructure Eng,Infrastructure,Mid,7,PhD,217000.0,90000.0,320000.0,Singapore,Singapore,On-site,Big Tech (FAANG+),Technology,Storage|Kubernetes|Distributed Systems|CUDA|Linux|Research,5.85,85,10.5,8.0,2025,10,0,0,0
AIJOB0153,Deep Learning Engineer,AI Engineering,Mid,5,PhD,197000.0,90000.0,320000.0,Austin,USA,Hybrid,Mid-size (501-5000),Manufacturing,Python|GPU Computing|TensorFlow|CUDA|Cloud|Git,3.9,89,8.9,9.6,2026,2,0,1,0
AIJOB0154,AI Agent Developer,AI Engineering,Entry,3,Master's,214000.0,90000.0,300000.0,Toronto,Canada,On-site,SME (51-500),Energy,AutoGen|APIs|LangChain|Python|Planning Systems|Tool Use|SQL|Linux|Statistics,9.74,96,83.4,6.5,2026,1,0,0,1
AIJOB0155,Data Engineer (AI),Data Engineering,Mid,4,PhD,130000.0,90000.0,320000.0,Toronto,Canada,Hybrid,SME (51-500),Technology,Spark|Feature Stores|Python|SQL|Git|SQL,36.59,88,29.2,9.4,2026,2,0,1,0
AIJOB0156,Data Engineer (AI),Data Engineering,Mid,6,Bootcamp/Self-taught,130000.0,90000.0,320000.0,Tokyo,Japan,Fully Remote,Enterprise (5000+),Retail,Spark|Airflow|Python|dbt|SQL|Statistics,36.59,88,9.3,7.4,2026,3,0,1,0
AIJOB0157,Senior ML Engineer,AI Engineering,Mid,7,Bachelor's,312000.0,90000.0,320000.0,Toronto,Canada,Hybrid,Big Tech (FAANG+),Retail,PyTorch|Python|LLM Fine-tuning|Distributed Systems|MLOps|System Design|Leadership|Problem Solving,52.2,96,22.0,7.5,2026,2,0,1,0
AIJOB0158,Senior Data Scientist,Data Science,Senior,12,Bootcamp/Self-taught,157000.0,95000.0,320000.0,New York,USA,Hybrid,Mid-size (501-5000),Finance,Python|Leadership|Advanced Statistics|Deep Learning|Agile|Git|Research,24.34,90,17.2,8.5,2025,9,1,1,0
AIJOB0159,LLM Engineer,AI Engineering,Entry,2,PhD,300000.0,90000.0,300000.0,Chicago,USA,Hybrid,Mid-size (501-5000),Finance,RAG|Vector DBs|Fine-tuning|Python|LLM APIs|SQL|Linux|Git,53.85,98,45.2,8.9,2025,1,0,1,1
AIJOB0160,LLM Engineer,AI Engineering,Mid,5,Associate's,293000.0,90000.0,320000.0,Dubai,UAE,Fully Remote,Enterprise (5000+),Healthcare,Python|RAG|Vector DBs|Fine-tuning|Prompt Engineering|Research,42.93,98,30.5,6.7,2025,2,0,1,1
AIJOB0161,Multimodal AI Engineer,AI Engineering,Senior,8,Associate's,160000.0,95000.0,320000.0,Amsterdam,Netherlands,Hybrid,SME (51-500),Retail,Python|APIs|PyTorch|Leadership|Statistics,22.89,90,5.3,8.7,2026,2,1,1,1
AIJOB0162,Data Scientist,Data Science,Senior,8,Associate's,138000.0,95000.0,320000.0,Amsterdam,Netherlands,Hybrid,SME (51-500),Government,Python|Data Visualization|ML Algorithms|Leadership|Statistics,33.49,92,56.8,7.8,2025,7,1,1,0
AIJOB0163,Senior Data Scientist,Data Science,Senior,10,Bachelor's,157000.0,95000.0,320000.0,Beijing,China,Hybrid,Big Tech (FAANG+),Retail,Python|ML|Causal Inference|Advanced Statistics|Statistics,24.34,90,26.5,8.6,2026,1,1,1,0
AIJOB0164,Senior Data Scientist,Data Science,Mid,6,PhD,218000.0,90000.0,320000.0,Paris,France,Hybrid,Enterprise (5000+),Technology,ML|Advanced Statistics|Leadership|Causal Inference|Leadership|Statistics,6.34,90,12.8,7.9,2025,9,0,1,0
AIJOB0165,AI Business Analyst,Business,Entry,3,Master's,176000.0,90000.0,300000.0,San Francisco,USA,Hybrid,SME (51-500),Education,Data Visualization|SQL|Python|Communication|Agile|Statistics,9.74,78,8.1,6.1,2025,10,0,1,0
AIJOB0166,AI Solutions Architect,Architecture,Senior,10,PhD,320000.0,95000.0,320000.0,Chicago,USA,Fully Remote,Enterprise (5000+),Energy,ML|System Design|Python|Linux,54.22,84,10.5,6.9,2025,11,1,1,0
AIJOB0167,Prompt Engineer,AI Engineering,Entry,2,Bootcamp/Self-taught,90000.0,90000.0,300000.0,Dubai,UAE,Hybrid,Startup (1-50),Manufacturing,LLM APIs|Python|Testing|Agile|Cloud|Leadership,53.85,82,12.6,8.0,2026,3,0,1,1
AIJOB0168,Data Scientist,Data Science,Mid,6,Associate's,195000.0,90000.0,320000.0,San Francisco,USA,Hybrid,Big Tech (FAANG+),Retail,SQL|Python|Scikit-learn|Data Visualization|Statistics|Statistics|Agile,4.88,92,62.6,6.7,2026,1,0,1,0
AIJOB0169,ML Engineer,AI Engineering,Senior,10,Master's,120000.0,95000.0,320000.0,Beijing,China,Fully Remote,Enterprise (5000+),Research,TensorFlow|MLOps|Kubernetes|PyTorch|Python|Problem Solving|Communication|Statistics,42.17,97,61.6,7.8,2026,2,1,1,0
AIJOB0170,AI Security Engineer,Security,Mid,5,PhD,140000.0,90000.0,320000.0,Paris,France,Fully Remote,SME (51-500),Automotive,Python|ML Security|Risk Analysis|Red Teaming|Cybersecurity|Statistics,31.71,80,24.7,7.3,2025,5,0,1,0
AIJOB0171,AI Solutions Architect,Architecture,Lead,15,Associate's,186000.0,180000.0,320000.0,Boston,USA,On-site,Enterprise (5000+),Government,Python|Cloud|System Design|Cloud|Leadership|Agile,25.6,84,8.4,6.8,2026,3,0,0,0
AIJOB0172,AI Solutions Architect,Architecture,Senior,8,Bachelor's,231000.0,95000.0,320000.0,Austin,USA,Fully Remote,Mid-size (501-5000),Energy,Enterprise Architecture|System Design|Leadership|Cloud|ML|Linux,11.33,84,24.1,6.3,2026,3,1,1,0
AIJOB0173,Prompt Engineer,AI Engineering,Mid,5,Bootcamp/Self-taught,154000.0,90000.0,320000.0,Sydney,Australia,Fully Remote,Enterprise (5000+),Consulting,Documentation|Python|Prompt Design|LLM APIs|Communication|SQL|Leadership,24.88,82,26.9,7.2,2025,9,0,1,1
AIJOB0174,AI Business Analyst,Business,Mid,4,Bachelor's,95000.0,90000.0,320000.0,Paris,France,On-site,SME (51-500),Automotive,Communication|Business Analysis|Python|SQL|Research|Statistics,53.66,78,25.3,6.1,2025,3,0,0,0
AIJOB0175,Deep Learning Engineer,AI Engineering,Entry,3,Bachelor's,270000.0,90000.0,300000.0,San Francisco,USA,Hybrid,Big Tech (FAANG+),Government,CUDA|TensorFlow|Python|GPU Computing|Neural Networks|PyTorch|SQL|Problem Solving|Git,38.46,89,11.3,8.7,2025,11,0,1,0
AIJOB0176,AI Agent Developer,AI Engineering,Mid,4,Bachelor's,290000.0,90000.0,320000.0,San Francisco,USA,On-site,Mid-size (501-5000),Education,Tool Use|Python|Planning Systems|LangChain|Git,41.46,96,34.2,8.0,2025,12,0,0,1
AIJOB0177,Prompt Engineer,AI Engineering,Entry,2,Associate's,90000.0,90000.0,300000.0,Paris,France,On-site,SME (51-500),Media,Python|LLM APIs|Prompt Design|NLP|Documentation|Testing|Research|Linux|Git,53.85,82,27.6,8.4,2026,2,0,0,1
AIJOB0178,Computer Vision Engineer,AI Engineering,Mid,7,Master's,145000.0,90000.0,320000.0,Zurich,Switzerland,Fully Remote,Startup (1-50),Technology,CUDA|PyTorch|CNNs|Image Processing|Python|SQL,29.27,87,9.3,7.4,2026,3,0,1,0
AIJOB0179,Computer Vision Engineer,AI Engineering,Senior,9,Master's,253000.0,95000.0,320000.0,Seattle,USA,On-site,Mid-size (501-5000),Healthcare,PyTorch|CNNs|Image Processing|OpenCV|Python|CUDA|SQL,21.93,87,17.1,8.2,2026,3,1,0,0
AIJOB0180,LLM Engineer,AI Engineering,Mid,5,Master's,206000.0,90000.0,320000.0,Singapore,Singapore,Hybrid,Big Tech (FAANG+),Consulting,RAG|Vector DBs|Python|Agile,0.49,98,64.5,8.9,2026,3,0,1,1
AIJOB0181,NLP Engineer,AI Engineering,Mid,6,Bootcamp/Self-taught,156000.0,90000.0,320000.0,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Education,BERT|LLMs|Transformers|Text Processing|Python|Hugging Face|Linux|Leadership|Research,23.9,91,50.9,6.9,2026,1,0,1,0
AIJOB0182,AI Security Engineer,Security,Mid,4,Bootcamp/Self-taught,260000.0,90000.0,320000.0,London,UK,Fully Remote,Big Tech (FAANG+),Education,Red Teaming|Risk Analysis|Cybersecurity|ML Security|Statistics|Git,26.83,80,15.1,6.1,2026,1,0,1,0
AIJOB0183,RAG Engineer,AI Engineering,Mid,4,Bootcamp/Self-taught,145000.0,90000.0,320000.0,Beijing,China,Hybrid,Mid-size (501-5000),Research,Vector DBs|Embeddings|LLMs|Problem Solving|Research|Statistics,29.27,94,63.1,6.0,2025,11,0,1,1
AIJOB0184,MLOps Engineer,ML Operations,Mid,4,Bachelor's,205000.0,90000.0,320000.0,Tokyo,Japan,On-site,Big Tech (FAANG+),Government,Kubernetes|Monitoring|CI/CD|Python|Cloud|MLflow|Git,0.0,93,28.9,7.3,2026,1,0,0,0
AIJOB0185,AI Agent Developer,AI Engineering,Mid,6,Bootcamp/Self-taught,155000.0,90000.0,320000.0,Bangalore,India,Fully Remote,Startup (1-50),Media,Tool Use|Python|Planning Systems|AutoGen|Problem Solving|Research,24.39,96,65.5,6.7,2026,1,0,1,1
AIJOB0186,LLM Engineer,AI Engineering,Mid,5,Associate's,160000.0,90000.0,320000.0,Beijing,China,Hybrid,Big Tech (FAANG+),Government,Fine-tuning|RAG|Vector DBs|LLM APIs|Linux|Problem Solving,21.95,98,52.4,9.2,2026,2,0,1,1
AIJOB0187,AI Infrastructure Eng,Infrastructure,Mid,5,Master's,144000.0,90000.0,320000.0,Tokyo,Japan,Hybrid,SME (51-500),Energy,Networking|Kubernetes|Storage|CUDA|Distributed Systems|Git|Statistics|Research,29.76,85,15.4,8.8,2026,2,0,1,0
AIJOB0188,Prompt Engineer,AI Engineering,Entry,1,Bachelor's,180000.0,90000.0,300000.0,San Francisco,USA,Hybrid,Big Tech (FAANG+),Technology,LLM APIs|Python|Documentation|Agile|Linux,7.69,82,23.8,6.1,2026,1,0,1,1
AIJOB0189,RAG Engineer,AI Engineering,Mid,7,Master's,234000.0,90000.0,320000.0,Tokyo,Japan,Fully Remote,SME (51-500),Technology,LangChain|Python|Embeddings|Vector DBs|LLMs|Statistics|Leadership|SQL,14.15,94,78.4,9.3,2026,1,0,1,1
AIJOB0190,AI Agent Developer,AI Engineering,Entry,3,Master's,247000.0,90000.0,300000.0,Singapore,Singapore,Hybrid,Big Tech (FAANG+),Retail,LangChain|APIs|Python|SQL|Cloud,26.67,96,57.6,7.0,2025,12,0,1,1
AIJOB0191,Senior Data Scientist,Data Science,Senior,9,Associate's,181000.0,95000.0,320000.0,New York,USA,Fully Remote,SME (51-500),Finance,Deep Learning|Leadership|Causal Inference|Python|Advanced Statistics|ML|Leadership,12.77,90,18.6,7.5,2025,4,1,1,0
AIJOB0192,Multimodal AI Engineer,AI Engineering,Senior,9,PhD,237000.0,95000.0,320000.0,Toronto,Canada,Hybrid,Mid-size (501-5000),Consulting,Fine-tuning|APIs|PyTorch|Python|Vision-Language Models|Statistics|Research|Communication,14.22,90,29.0,8.6,2025,2,1,1,1
